Czech Republic	CZE	1.15	0.37	4.00	87.77	63.30	100.00	0.90	0.35	4.00	77.13	58.51	98.40	0.33	0.31	5.00	60.32	39.68	76.19	1.05	0.29	6.00	83.07	68.25	96.30	0.89	0.28	6.00	76.88	59.30	96.98	0.65	0.28	7.00	68.45	52.91	86.41	0.94	0.27	7.00	77.67	63.11	96.12	1.05	0.25	8.00	85.51	65.70	99.52	1.02	0.24	8.00	83.09	68.12	98.55	1.05	0.24	8.00	85.58	69.23	99.52	0.91	0.24	8.00	79.15	63.03	94.31	0.99	0.24	8.00	82.94	65.88	95.73	1.11	0.24	9.00	88.63	68.72	99.05	1.05	0.22	9.00	86.73	69.19	98.10	1.08	0.23	9.00	87.68	67.77	98.58	0.99	0.19	9.00	83.33	68.57	97.14	0.98	0.20	9.00	82.38	66.19	95.24	0.98	0.20	9.00	81.43	66.67	94.76	1.00	0.21	9.00	83.33	69.05	95.71	1.04	0.21	9.00	87.14	68.10	96.19	0.95	0.23	8.00	80.48	66.19	94.29
Germany	DEU	1.29	0.37	4.00	92.02	68.09	100.00	1.24	0.35	4.00	92.02	68.62	100.00	1.41	0.31	5.00	95.24	77.25	100.00	1.10	0.29	6.00	86.24	68.78	97.35	0.58	0.28	6.00	65.33	47.74	83.42	0.64	0.28	7.00	67.96	52.43	85.92	0.89	0.27	7.00	75.73	59.22	95.15	1.03	0.25	8.00	82.13	64.73	99.03	1.00	0.24	8.00	81.16	66.67	98.55	0.95	0.24	8.00	79.81	65.38	98.56	0.86	0.24	8.00	77.25	61.61	92.89	0.80	0.24	8.00	73.46	59.72	90.52	0.84	0.24	9.00	71.56	61.61	92.42	0.78	0.22	9.00	71.09	59.72	89.10	0.93	0.23	9.00	76.30	64.45	94.31	0.93	0.19	9.00	78.10	66.67	93.81	0.70	0.20	9.00	68.57	58.10	86.19	0.68	0.20	9.00	69.52	58.10	86.67	0.59	0.21	9.00	65.71	54.76	80.48	0.60	0.21	9.00	65.71	54.76	81.43	0.58	0.23	8.00	66.67	54.76	80.48
Djibouti	DJI	-0.34	0.48	2.00	35.11	14.36	60.64	-0.96	0.44	2.00	17.55	7.45	35.11	-0.24	0.46	2.00	36.51	17.46	68.25	-0.31	0.44	2.00	32.80	19.05	61.38	-0.91	0.35	2.00	21.61	9.05	35.18	-0.34	0.37	2.00	33.50	18.93	53.88	-0.81	0.39	2.00	22.82	7.28	40.29	-0.26	0.33	3.00	38.16	22.22	53.62	-0.12	0.31	3.00	39.13	25.12	57.00	0.27	0.31	3.00	54.81	35.58	72.60	0.49	0.29	4.00	63.03	44.55	84.83	0.25	0.28	4.00	53.08	37.91	70.62	0.18	0.27	4.00	53.08	37.91	68.25	0.16	0.25	4.00	51.66	37.91	63.51	-0.10	0.26	4.00	42.65	27.49	58.29	-0.77	0.22	4.00	20.95	10.48	30.00	-0.44	0.23	4.00	30.00	20.48	43.33	-0.63	0.23	4.00	24.29	13.81	36.67	-0.74	0.24	4.00	19.52	11.90	32.38	-0.13	0.24	4.00	41.90	29.05	55.24	-0.34	0.25	4.00	34.76	19.52	50.00
Dominica	DMA	0.72	0.61	1.00	70.74	37.23	100.00	0.73	0.58	1.00	72.34	35.64	100.00	0.49	0.60	1.00	67.72	30.16	95.24	0.55	0.52	1.00	67.72	33.33	94.71	0.67	0.35	2.00	68.84	46.73	94.47	0.95	0.33	3.00	79.13	60.19	98.54	0.83	0.33	3.00	73.79	55.34	96.60	0.91	0.33	3.00	76.33	56.04	99.52	0.79	0.31	3.00	74.40	53.62	96.62	0.92	0.31	3.00	78.37	57.69	99.04	0.67	0.32	3.00	69.67	48.82	91.47	0.90	0.32	3.00	78.67	57.82	97.16	1.14	0.31	3.00	90.05	68.25	99.53	0.98	0.28	3.00	81.99	63.03	98.58	1.12	0.30	3.00	89.57	65.88	99.53	1.06	0.24	3.00	87.62	67.62	98.10	1.08	0.25	4.00	89.52	66.67	98.57	1.00	0.25	4.00	85.71	65.71	96.19	1.20	0.26	4.00	92.38	72.38	99.05	1.10	0.25	4.00	89.05	68.10	98.57	1.07	0.28	4.00	87.14	67.62	97.62
Denmark	DNK	1.44	0.37	4.00	97.87	72.87	100.00	1.43	0.35	4.00	97.34	75.53	100.00	1.50	0.31	5.00	95.77	80.42	100.00	1.53	0.29	6.00	96.83	83.07	100.00	1.20	0.28	6.00	93.97	70.35	99.50	1.09	0.28	7.00	83.98	66.50	99.51	1.07	0.27	7.00	85.44	66.02	99.51	1.05	0.27	7.00	85.02	64.25	99.52	1.12	0.26	7.00	91.30	70.05	100.00	1.07	0.26	7.00	86.06	69.23	99.52	1.00	0.24	8.00	85.31	66.82	97.16	1.04	0.24	8.00	86.26	67.30	97.16	1.10	0.24	8.00	87.20	68.72	99.05	0.91	0.22	9.00	75.83	63.03	93.36	0.96	0.23	9.00	80.09	64.93	94.79	0.95	0.19	9.00	78.57	67.62	94.76	0.90	0.20	9.00	76.67	63.33	92.86	0.87	0.20	9.00	74.76	63.81	93.33	0.87	0.21	9.00	76.19	64.76	92.38	0.95	0.21	9.00	82.38	66.19	94.29	1.01	0.23	8.00	83.81	67.62	96.19
Dominican Republic	DOM	-0.07	0.37	4.00	45.21	22.87	63.30	-0.41	0.35	4.00	31.91	16.49	52.13	0.02	0.34	4.00	44.97	29.10	69.84	0.12	0.30	5.00	48.68	31.22	68.25	-0.42	0.29	5.00	31.66	21.61	44.22	-0.34	0.29	6.00	33.98	21.36	49.03	-0.26	0.28	6.00	38.35	25.24	53.40	-0.11	0.25	7.00	42.03	28.99	54.11	-0.08	0.24	7.00	40.10	28.02	54.59	-0.04	0.25	7.00	42.79	29.81	55.77	0.00	0.25	7.00	44.55	30.81	59.72	-0.04	0.24	7.00	44.55	30.33	56.87	0.00	0.24	8.00	46.92	33.18	60.19	0.25	0.22	8.00	54.98	40.28	65.40	0.21	0.23	8.00	54.98	40.28	64.93	0.15	0.20	8.00	50.95	38.10	60.48	0.24	0.20	8.00	54.76	42.38	63.33	0.25	0.21	8.00	55.24	43.81	65.71	0.16	0.22	8.00	52.86	38.57	63.81	0.03	0.21	8.00	48.10	35.24	59.05	0.02	0.23	7.00	48.57	32.38	59.05
Algeria	DZA	-1.78	0.37	4.00	5.32	2.13	12.23	-1.88	0.35	4.00	4.79	0.00	10.64	-1.43	0.34	4.00	10.05	2.65	19.58	-1.63	0.32	4.00	6.88	1.06	17.46	-1.75	0.29	5.00	5.53	1.51	13.07	-1.36	0.29	6.00	10.68	4.37	18.93	-0.92	0.28	6.00	20.39	10.68	32.52	-1.13	0.25	7.00	15.46	8.21	25.12	-1.15	0.24	7.00	14.01	8.70	22.22	-1.09	0.25	7.00	14.90	9.62	23.56	-1.20	0.25	7.00	13.27	7.58	19.91	-1.26	0.24	7.00	11.85	4.74	19.91	-1.36	0.24	7.00	10.43	5.21	18.48	-1.33	0.23	7.00	9.48	5.69	18.01	-1.20	0.23	7.00	12.80	7.58	19.91	-1.19	0.20	7.00	9.52	8.10	17.14	-1.09	0.21	7.00	11.90	9.05	21.43	-1.10	0.21	7.00	12.38	8.57	20.00	-0.92	0.22	7.00	16.19	9.52	27.14	-0.83	0.22	7.00	18.10	11.43	29.05	-1.00	0.24	6.00	13.81	9.52	23.33
Ecuador	ECU	-0.77	0.37	4.00	22.34	9.04	42.02	-0.16	0.35	4.00	38.30	21.81	61.17	-0.57	0.34	4.00	28.57	14.29	43.39	-0.76	0.30	5.00	23.81	14.29	35.98	-0.96	0.29	5.00	20.60	9.55	29.65	-0.84	0.29	6.00	20.39	11.17	32.04	-0.79	0.28	6.00	23.79	12.14	36.41	-0.85	0.27	6.00	20.77	12.56	31.40	-0.81	0.26	6.00	20.29	11.59	31.40	-0.73	0.26	6.00	20.67	13.46	35.10	-0.67	0.25	7.00	23.22	14.69	36.02	-0.59	0.24	7.00	26.07	16.59	38.86	-0.69	0.24	7.00	25.59	15.64	36.49	-0.57	0.22	8.00	27.49	18.48	39.34	-0.18	0.23	8.00	39.34	26.07	54.50	-0.02	0.20	7.00	45.24	30.95	58.10	-0.14	0.20	8.00	40.95	28.10	53.81	-0.09	0.21	8.00	44.29	30.48	55.24	-0.07	0.22	8.00	41.43	29.52	55.71	-0.08	0.21	8.00	43.33	29.52	56.19	-0.19	0.23	7.00	40.95	23.81	53.81
Egypt. Arab Rep.	EGY	-0.52	0.37	4.00	27.66	13.30	49.47	-0.02	0.35	4.00	44.15	27.13	65.43	0.05	0.34	4.00	47.62	30.16	69.84	-0.41	0.32	4.00	31.22	20.11	48.15	-0.64	0.29	5.00	27.64	16.08	38.69	-0.82	0.29	6.00	21.36	12.62	32.52	-0.63	0.28	6.00	26.70	16.99	40.29	-0.84	0.25	7.00	22.22	13.04	31.40	-0.55	0.24	7.00	27.05	17.39	38.65	-0.51	0.25	7.00	28.85	16.83	39.90	-0.61	0.25	7.00	25.59	16.11	38.39	-0.90	0.24	7.00	19.43	10.43	27.96	-1.44	0.24	7.00	6.64	4.27	16.11	-1.44	0.22	8.00	7.58	5.21	16.11	-1.64	0.23	8.00	7.11	3.79	10.43	-1.63	0.20	8.00	7.62	6.19	8.57	-1.50	0.20	8.00	8.57	6.67	10.48	-1.44	0.21	7.00	9.05	7.14	12.86	-1.42	0.22	8.00	9.05	7.14	13.33	-1.17	0.21	8.00	12.38	7.62	18.10	-1.07	0.23	7.00	12.86	8.57	21.43
Eritrea	ERI	-0.94	0.48	2.00	20.21	5.85	42.02	-0.97	0.44	2.00	17.02	7.45	34.57	-0.77	0.46	2.00	22.22	8.99	42.86	-0.27	0.44	2.00	36.51	19.05	62.96	-0.72	0.35	2.00	26.13	12.56	38.69	-0.64	0.33	3.00	25.24	15.05	41.26	-0.80	0.33	3.00	23.30	11.17	38.35	-0.90	0.29	4.00	19.81	11.59	31.40	-1.05	0.28	4.00	16.91	9.18	26.09	-0.71	0.29	4.00	22.60	13.46	35.58	-0.68	0.29	4.00	22.75	14.22	38.39	-0.88	0.28	4.00	19.91	10.43	32.23	-0.77	0.27	4.00	21.33	12.80	36.02	-0.70	0.25	4.00	23.70	15.64	36.97	-0.77	0.26	4.00	21.33	12.80	36.02	-0.81	0.22	4.00	19.05	10.00	29.05	-0.88	0.23	4.00	19.05	9.05	27.62	-0.66	0.23	5.00	22.86	13.33	35.24	-0.73	0.23	5.00	20.00	11.90	32.38	-0.60	0.23	5.00	24.29	13.81	39.05	-0.72	0.25	5.00	20.48	11.90	34.76
Spain	ESP	0.18	0.37	4.00	53.19	31.91	72.87	0.13	0.35	4.00	52.13	30.32	69.15	0.46	0.31	5.00	65.61	42.33	80.42	0.44	0.29	6.00	62.96	46.03	78.31	-0.04	0.28	6.00	41.21	29.15	59.30	-0.09	0.28	7.00	41.75	27.67	58.74	0.20	0.27	7.00	53.40	38.35	66.02	-0.15	0.25	8.00	41.06	27.05	53.62	-0.28	0.24	8.00	35.75	23.67	47.34	-0.38	0.24	8.00	30.29	19.71	44.23	-0.47	0.24	8.00	30.33	19.91	41.23	-0.32	0.24	8.00	33.65	24.17	49.76	0.02	0.24	9.00	48.34	34.12	60.19	-0.03	0.22	9.00	42.65	34.60	57.35	0.01	0.23	9.00	46.92	35.55	60.19	0.24	0.19	9.00	55.24	42.38	64.29	0.25	0.20	9.00	55.71	43.33	63.33	0.41	0.20	9.00	60.95	48.57	71.90	0.28	0.21	9.00	56.19	42.38	67.14	0.30	0.21	9.00	57.62	44.76	66.67	0.32	0.23	8.00	59.05	46.19	69.05
Estonia	EST	0.77	0.41	3.00	72.87	50.00	97.34	0.66	0.35	4.00	68.62	48.94	91.49	0.90	0.34	4.00	77.78	60.85	95.24	0.93	0.29	6.00	80.42	62.96	94.71	0.90	0.28	6.00	77.39	59.30	96.98	0.70	0.28	7.00	71.36	53.88	90.78	0.60	0.27	7.00	65.53	51.46	82.52	0.74	0.25	8.00	68.60	54.11	90.82	0.63	0.24	8.00	68.60	51.69	83.57	0.57	0.24	8.00	65.87	49.52	80.29	0.57	0.24	8.00	64.45	51.18	83.41	0.66	0.24	8.00	67.77	53.55	86.73	0.61	0.24	9.00	67.30	54.50	81.99	0.64	0.22	9.00	67.30	56.40	81.99	0.75	0.23	9.00	68.25	60.19	88.63	0.78	0.19	9.00	72.86	60.48	89.05	0.62	0.20	9.00	65.71	57.62	80.48	0.67	0.20	9.00	68.57	57.62	85.71	0.65	0.21	9.00	69.05	56.67	82.86	0.59	0.21	9.00	65.24	54.76	81.43	0.64	0.23	8.00	68.10	55.71	84.29
Ethiopia	ETH	-1.05	0.37	4.00	16.49	6.38	31.91	-0.63	0.35	4.00	25.53	12.23	42.55	-0.94	0.34	4.00	19.05	8.99	32.80	-1.22	0.32	4.00	14.81	3.70	25.40	-1.41	0.29	5.00	10.05	4.52	21.11	-1.31	0.29	6.00	11.65	4.37	20.39	-1.69	0.28	6.00	5.83	0.97	13.59	-1.74	0.25	7.00	7.25	1.45	12.56	-1.80	0.24	7.00	6.76	2.42	9.18	-1.73	0.25	7.00	8.65	1.92	10.58	-1.64	0.25	7.00	6.64	2.84	12.80	-1.64	0.24	7.00	5.69	3.32	12.32	-1.51	0.24	8.00	6.16	3.79	14.22	-1.56	0.22	8.00	7.11	4.74	13.27	-1.41	0.23	8.00	8.06	4.74	17.06	-1.34	0.20	8.00	8.57	7.14	13.33	-1.50	0.20	8.00	8.10	6.67	10.00	-1.62	0.21	8.00	7.62	5.71	10.48	-1.68	0.22	8.00	7.62	3.81	9.05	-1.27	0.21	8.00	10.95	6.67	14.76	-1.28	0.23	7.00	10.95	6.67	15.71
Finland	FIN	1.41	0.37	4.00	97.34	72.87	100.00	1.47	0.35	4.00	98.94	77.66	100.00	1.72	0.31	5.00	99.47	88.36	100.00	1.76	0.29	6.00	100.00	92.59	100.00	1.69	0.28	6.00	100.00	94.47	100.00	1.62	0.28	7.00	100.00	90.78	100.00	1.60	0.27	7.00	100.00	88.35	100.00	1.50	0.27	7.00	100.00	85.99	100.00	1.49	0.26	7.00	100.00	85.51	100.00	1.45	0.26	7.00	99.52	83.65	100.00	1.46	0.24	8.00	99.05	86.26	100.00	1.42	0.24	8.00	97.16	85.31	100.00	1.39	0.24	8.00	98.10	81.99	99.53	1.40	0.22	9.00	98.10	85.31	99.53	1.39	0.23	9.00	97.16	81.99	99.53	1.28	0.19	9.00	96.19	79.52	99.52	1.04	0.20	9.00	87.14	68.57	96.67	1.00	0.20	9.00	83.81	67.62	95.71	1.08	0.21	9.00	87.62	70.95	97.14	0.92	0.21	9.00	80.95	64.76	92.86	0.91	0.23	8.00	79.05	65.71	93.81
Fiji	FJI	0.83	0.48	2.00	73.40	49.47	100.00	0.86	0.44	2.00	75.00	52.13	99.47	0.30	0.46	2.00	58.73	30.69	81.48	0.47	0.44	2.00	64.55	39.15	88.89	0.45	0.35	2.00	60.30	39.70	82.41	0.39	0.33	3.00	59.71	39.81	78.16	0.38	0.33	3.00	57.28	40.29	76.70	-0.04	0.33	3.00	43.48	27.05	60.87	0.06	0.31	3.00	44.93	29.47	65.22	-0.07	0.31	3.00	41.83	25.48	59.62	-0.27	0.32	3.00	36.02	19.91	52.61	-0.19	0.32	3.00	38.86	24.17	55.45	-0.07	0.31	3.00	43.13	28.44	61.14	-0.07	0.28	3.00	42.18	28.91	59.24	-0.05	0.30	3.00	44.08	26.54	61.61	0.55	0.24	3.00	64.29	52.38	78.10	0.58	0.25	3.00	63.81	53.81	83.81	0.92	0.26	3.00	78.57	62.38	95.71	0.64	0.27	3.00	67.62	54.29	87.14	0.88	0.26	3.00	79.05	61.43	94.29	0.87	0.29	3.00	77.62	59.05	94.76
France	FRA	0.89	0.37	4.00	76.60	57.45	99.47	0.70	0.35	4.00	69.68	52.13	93.09	0.79	0.31	5.00	74.07	57.67	92.06	0.93	0.29	6.00	79.89	62.96	94.71	0.18	0.28	6.00	50.25	36.68	68.34	0.35	0.28	7.00	56.80	41.26	74.27	0.40	0.27	7.00	57.77	43.69	74.27	0.60	0.25	8.00	64.25	51.69	80.68	0.56	0.24	8.00	64.73	48.31	79.71	0.55	0.24	8.00	64.90	49.04	79.33	0.51	0.24	8.00	63.51	47.87	79.15	0.68	0.24	8.00	68.72	54.03	87.20	0.60	0.24	9.00	65.40	54.50	81.52	0.55	0.22	9.00	63.51	52.61	75.83	0.45	0.23	9.00	62.09	48.82	71.56	0.30	0.19	9.00	58.10	45.24	66.67	0.11	0.20	9.00	51.43	38.57	59.52	-0.10	0.20	9.00	43.33	30.48	54.76	0.28	0.21	9.00	55.71	42.38	66.67	0.04	0.21	9.00	48.57	35.71	59.05	0.31	0.23	8.00	58.57	46.19	68.57
Micronesia. Fed. Sts.	FSM	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	0.63	0.56	1.00	67.34	36.18	98.99	1.00	0.33	3.00	81.07	62.14	99.51	1.13	0.33	3.00	87.86	65.05	100.00	1.13	0.33	3.00	90.34	63.77	100.00	1.15	0.31	3.00	92.27	68.60	100.00	1.17	0.31	3.00	92.31	69.23	100.00	1.29	0.32	3.00	93.84	72.04	100.00	1.21	0.32	3.00	91.00	68.72	100.00	1.10	0.31	3.00	87.68	64.45	99.53	1.15	0.28	3.00	89.57	69.19	99.53	1.10	0.30	3.00	88.63	65.40	99.53	0.98	0.24	3.00	81.43	65.71	97.14	1.04	0.25	3.00	86.67	65.24	98.10	1.06	0.26	3.00	89.52	66.67	98.57	1.18	0.27	3.00	91.43	70.95	99.05	1.34	0.26	3.00	94.76	79.52	99.52	1.00	0.29	3.00	83.33	63.81	96.67
Gabon	GAB	0.12	0.37	4.00	51.60	28.72	71.28	0.32	0.35	4.00	58.51	35.11	76.60	0.64	0.34	4.00	70.37	48.68	87.83	0.41	0.32	4.00	61.38	42.86	78.84	0.30	0.30	4.00	55.28	37.69	71.86	0.41	0.29	5.00	60.68	42.23	76.70	0.33	0.29	5.00	55.83	41.26	70.39	0.22	0.26	6.00	53.14	40.10	65.22	0.30	0.25	6.00	54.11	39.61	70.53	0.26	0.25	6.00	53.37	38.94	69.23	0.14	0.25	6.00	49.29	36.02	63.98	0.30	0.25	6.00	54.50	41.71	70.14	0.38	0.25	6.00	60.19	46.45	70.62	0.29	0.23	7.00	56.87	41.71	68.25	0.33	0.23	7.00	58.77	44.08	67.77	0.15	0.20	7.00	51.90	38.10	60.95	0.02	0.21	7.00	47.62	34.76	58.10	-0.10	0.21	7.00	42.38	28.10	54.76	-0.10	0.22	6.00	40.48	29.52	54.76	-0.25	0.22	6.00	38.57	23.81	53.33	-0.18	0.24	6.00	41.43	23.81	54.76
United Kingdom	GBR	0.98	0.37	4.00	78.72	59.04	100.00	0.93	0.35	4.00	78.72	60.11	98.94	1.04	0.31	5.00	81.48	68.78	96.30	0.68	0.29	6.00	69.31	51.85	86.77	0.27	0.28	6.00	54.27	37.69	70.35	0.14	0.28	7.00	49.51	34.95	65.05	0.13	0.27	7.00	50.97	36.41	64.56	0.67	0.25	8.00	66.18	53.62	85.99	0.58	0.24	8.00	66.18	48.79	79.71	0.49	0.24	8.00	61.06	47.60	76.92	0.12	0.24	8.00	48.34	35.55	63.51	0.41	0.24	8.00	60.19	46.45	73.93	0.35	0.24	9.00	58.77	45.50	69.67	0.40	0.22	9.00	59.72	45.97	70.14	0.49	0.23	9.00	63.03	50.71	73.46	0.42	0.19	9.00	59.52	50.00	69.52	0.52	0.20	9.00	61.43	54.29	72.38	0.36	0.20	9.00	58.57	47.62	70.48	0.33	0.21	9.00	59.05	45.71	69.52	0.04	0.21	9.00	49.05	35.71	59.05	0.52	0.23	8.00	63.81	53.81	78.10
Georgia	GEO	-1.57	0.48	2.00	7.45	2.13	21.28	-1.64	0.44	2.00	7.98	0.53	18.09	-0.81	0.46	2.00	20.63	8.47	41.27	-1.19	0.44	2.00	16.93	3.17	29.63	-1.30	0.35	2.00	12.56	4.52	25.63	-0.87	0.32	4.00	19.42	8.74	34.47	-0.75	0.32	4.00	25.24	11.17	39.32	-0.96	0.28	5.00	17.87	8.70	29.95	-0.64	0.28	5.00	24.64	15.46	37.68	-0.92	0.28	5.00	16.83	10.58	29.81	-0.97	0.28	5.00	17.54	9.00	28.44	-0.72	0.27	5.00	24.17	12.32	36.02	-0.66	0.27	5.00	27.01	15.17	39.34	-0.68	0.23	7.00	24.17	16.11	36.97	-0.44	0.24	7.00	31.28	19.91	44.08	-0.32	0.20	7.00	34.76	23.81	45.71	-0.47	0.21	7.00	29.52	20.48	41.43	-0.31	0.22	7.00	33.81	21.90	48.10	-0.37	0.22	7.00	31.43	19.05	45.71	-0.43	0.22	7.00	30.00	18.57	44.29	-0.45	0.24	6.00	29.05	16.67	46.19
Ghana	GHA	-0.23	0.37	4.00	38.30	20.74	59.57	-0.14	0.35	4.00	38.83	22.34	62.77	-0.36	0.34	4.00	33.33	19.05	54.50	-0.16	0.32	4.00	40.74	25.93	58.20	0.03	0.29	5.00	42.21	30.15	63.32	0.04	0.29	6.00	47.09	29.61	63.11	0.17	0.28	6.00	51.94	36.89	66.02	0.01	0.26	6.00	46.38	31.40	59.42	-0.07	0.25	6.00	40.58	28.02	54.59	-0.03	0.25	7.00	43.75	29.81	56.73	0.03	0.25	7.00	45.50	31.28	61.14	0.03	0.24	7.00	46.92	33.18	60.19	0.17	0.24	8.00	52.61	39.34	63.51	0.13	0.22	8.00	50.71	37.91	62.56	0.06	0.23	8.00	47.87	36.49	61.14	-0.11	0.20	8.00	41.43	29.52	54.29	-0.03	0.20	8.00	44.29	33.33	57.62	-0.13	0.21	8.00	40.95	27.62	53.33	0.09	0.22	8.00	50.95	35.24	62.38	-0.02	0.21	8.00	45.71	32.86	57.62	0.10	0.23	7.00	50.48	35.71	61.90
Guinea	GIN	-1.15	0.42	3.00	13.30	4.26	30.85	-0.59	0.38	3.00	27.13	12.23	46.81	-1.91	0.40	3.00	4.23	0.00	12.17	-1.42	0.39	3.00	11.64	1.06	22.75	-0.79	0.33	3.00	23.62	10.55	37.69	-1.03	0.32	4.00	17.48	5.83	27.67	-1.16	0.31	4.00	16.02	5.83	26.21	-1.91	0.28	5.00	3.38	0.48	8.70	-2.40	0.27	5.00	1.93	0.00	4.35	-2.10	0.27	5.00	2.40	0.96	8.65	-2.12	0.27	5.00	2.84	1.42	6.16	-1.69	0.27	5.00	4.74	3.32	12.32	-1.39	0.26	5.00	9.95	4.27	18.01	-1.29	0.23	7.00	11.37	6.16	18.48	-1.23	0.23	7.00	11.85	7.58	19.43	-0.96	0.20	7.00	14.29	8.57	24.29	-0.39	0.21	7.00	32.86	21.90	43.33	-0.39	0.22	6.00	31.43	20.00	45.24	-0.70	0.22	6.00	21.43	13.33	32.38	-0.87	0.22	6.00	16.67	11.43	29.05	-0.83	0.24	6.00	17.62	11.43	29.05
Gambia. The	GMB	0.56	0.42	3.00	64.89	43.09	90.43	0.68	0.38	3.00	69.15	47.34	93.09	0.53	0.40	3.00	69.31	40.74	87.83	0.83	0.39	3.00	74.07	50.26	95.24	0.32	0.32	4.00	58.29	37.69	72.36	0.17	0.34	4.00	51.94	31.55	71.84	0.20	0.34	4.00	53.88	35.92	68.93	-0.03	0.30	5.00	44.44	29.47	59.42	0.05	0.29	5.00	43.48	30.43	61.84	0.07	0.29	5.00	46.63	29.81	63.94	0.12	0.27	6.00	48.82	32.70	63.98	0.07	0.26	6.00	48.82	33.18	62.56	0.00	0.28	5.00	47.39	30.81	62.09	0.00	0.24	6.00	45.02	35.07	58.77	-0.05	0.24	6.00	44.55	30.33	59.24	-0.15	0.20	6.00	39.52	29.05	53.81	0.02	0.21	6.00	47.14	34.29	58.10	-0.43	0.22	6.00	30.00	19.52	44.29	-0.08	0.23	6.00	40.95	29.52	56.19	-0.07	0.22	6.00	44.76	29.52	57.62	0.11	0.25	5.00	51.43	35.71	62.38
Guinea-Bissau	GNB	-1.54	0.42	3.00	8.51	2.13	20.74	-1.86	0.38	3.00	5.32	0.00	11.70	-0.35	0.40	3.00	33.86	16.93	58.73	-0.73	0.39	3.00	24.34	12.70	44.97	-0.49	0.33	3.00	29.65	19.10	43.22	-0.38	0.35	3.00	32.04	18.93	52.43	-0.56	0.35	3.00	28.64	16.50	46.60	-0.50	0.36	3.00	30.43	16.43	48.79	-0.46	0.32	3.00	28.99	16.91	44.93	-0.71	0.33	3.00	23.08	12.50	37.98	-0.67	0.30	4.00	24.17	14.22	38.39	-0.69	0.30	4.00	25.12	12.32	37.91	-0.75	0.33	3.00	22.75	11.37	39.34	-0.97	0.27	4.00	18.01	7.58	28.91	-0.90	0.28	4.00	19.43	8.06	30.33	-0.71	0.23	4.00	22.86	11.90	32.38	-0.52	0.24	4.00	27.14	17.62	41.43	-0.44	0.24	4.00	28.57	17.14	45.24	-0.50	0.25	4.00	28.57	16.19	40.95	-0.68	0.25	4.00	22.38	12.38	37.14	-0.56	0.28	4.00	24.29	13.33	43.33
Equatorial Guinea	GNQ	-0.13	0.41	3.00	43.62	21.28	63.30	-0.08	0.38	3.00	42.02	22.34	65.43	-0.04	0.38	3.00	42.86	25.93	69.84	-0.52	0.34	3.00	28.57	17.46	47.09	0.11	0.32	3.00	47.74	31.66	67.34	-0.06	0.33	3.00	43.69	26.21	62.14	-0.39	0.34	3.00	35.92	19.42	51.46	0.17	0.32	3.00	51.21	32.85	66.67	0.26	0.31	3.00	52.66	36.23	72.46	0.20	0.32	3.00	51.44	33.17	70.19	0.37	0.29	4.00	57.35	41.23	76.30	0.24	0.28	4.00	52.61	37.44	70.14	0.15	0.27	4.00	51.18	36.49	64.45	0.23	0.25	4.00	54.03	39.34	67.77	0.12	0.26	4.00	51.18	36.49	64.45	-0.37	0.22	4.00	30.48	20.95	45.24	-0.21	0.23	4.00	40.00	25.71	53.81	-0.14	0.23	4.00	40.48	25.71	54.76	-0.17	0.24	4.00	39.52	26.67	54.29	-0.08	0.24	4.00	42.86	29.05	57.62	-0.19	0.25	4.00	40.48	23.33	54.76
Greece	GRC	0.55	0.37	4.00	63.83	45.74	88.30	0.77	0.35	4.00	73.94	53.72	93.62	0.81	0.31	5.00	75.13	58.20	92.59	0.88	0.29	6.00	76.72	60.85	94.18	0.48	0.28	6.00	61.31	41.71	78.89	0.49	0.28	7.00	62.62	46.60	79.13	0.51	0.27	7.00	63.59	47.57	78.64	0.63	0.25	8.00	65.22	53.14	82.61	0.52	0.24	8.00	62.32	47.34	78.26	0.27	0.24	8.00	54.33	39.42	69.23	-0.21	0.24	8.00	37.91	25.59	51.18	-0.13	0.24	8.00	40.76	26.54	53.55	-0.10	0.24	8.00	41.71	30.33	55.45	-0.22	0.22	9.00	39.34	26.54	50.71	-0.17	0.23	9.00	40.28	26.54	54.50	-0.14	0.19	9.00	40.48	29.05	52.38	-0.23	0.20	9.00	38.57	25.71	50.48	-0.12	0.20	9.00	41.43	28.10	53.81	-0.07	0.21	9.00	41.90	30.00	54.76	0.17	0.21	9.00	53.81	40.00	63.81	0.29	0.23	8.00	57.14	45.71	68.57
