Czech Republic	CZE	1.07	0.27	7.00	82.07	69.57	92.39	0.96	0.24	8.00	80.31	68.91	90.16	0.76	0.21	9.00	76.92	66.15	83.08	1.20	0.19	10.00	84.18	75.51	91.33	1.20	0.17	10.00	84.18	76.02	90.82	1.07	0.17	10.00	79.31	73.89	87.68	1.11	0.16	9.00	80.39	72.55	90.69	1.11	0.18	10.00	83.33	73.04	91.18	1.02	0.17	11.00	81.55	71.84	86.89	1.16	0.18	11.00	84.95	75.73	91.75	1.31	0.19	9.00	87.08	79.90	94.74	1.30	0.20	9.00	86.12	79.43	94.74	1.20	0.19	10.00	85.31	77.73	92.42	1.06	0.20	10.00	81.04	74.41	90.05	1.09	0.20	10.00	81.52	74.41	90.05	1.01	0.21	10.00	80.77	73.08	89.42	1.10	0.20	10.00	82.21	74.52	91.35	0.99	0.20	9.00	80.77	73.08	87.50	1.23	0.20	9.00	86.06	79.33	91.35	1.28	0.20	9.00	87.02	80.77	91.83	1.25	0.20	9.00	86.54	76.44	92.31
Germany	DEU	1.48	0.28	6.00	90.76	80.98	98.91	1.29	0.28	6.00	88.60	76.17	96.37	1.51	0.24	6.00	91.28	83.08	98.46	1.56	0.23	6.00	92.35	83.67	99.49	1.53	0.20	6.00	91.33	85.20	99.49	1.48	0.21	6.00	91.13	80.79	99.51	1.52	0.17	6.00	92.16	84.80	100.00	1.57	0.21	7.00	94.12	86.27	99.51	1.62	0.22	7.00	94.66	86.41	99.51	1.49	0.23	7.00	92.23	82.04	98.06	1.52	0.22	7.00	93.78	83.25	100.00	1.57	0.24	7.00	93.78	84.21	100.00	1.55	0.22	8.00	92.89	84.83	99.53	1.54	0.23	8.00	91.94	85.31	98.58	1.55	0.22	8.00	92.42	86.26	99.05	1.70	0.23	8.00	94.23	89.42	99.52	1.72	0.22	8.00	94.23	89.90	99.04	1.82	0.23	8.00	96.15	91.35	100.00	1.78	0.22	8.00	95.19	89.90	99.52	1.76	0.22	8.00	95.19	89.90	99.04	1.72	0.22	8.00	96.15	89.42	99.52
Djibouti	DJI	-1.00	0.36	2.00	16.30	4.89	33.70	-1.02	0.30	4.00	14.51	7.25	25.91	-0.71	0.28	4.00	22.56	12.31	40.51	-0.53	0.28	4.00	32.65	16.33	51.53	-0.72	0.23	4.00	22.45	14.29	42.86	-0.65	0.23	5.00	25.62	15.27	45.32	-0.78	0.19	5.00	23.04	14.22	36.27	-0.75	0.22	5.00	22.55	13.24	41.18	-0.70	0.23	5.00	23.30	16.02	41.75	-0.66	0.21	5.00	27.18	16.02	44.66	-0.61	0.20	6.00	28.71	18.66	44.50	-0.63	0.20	6.00	27.75	18.66	41.63	-0.54	0.20	6.00	32.70	21.80	45.97	-0.43	0.21	6.00	36.49	24.17	50.24	-0.52	0.20	6.00	32.23	22.27	46.92	-0.53	0.21	6.00	31.73	20.19	47.12	-0.70	0.20	6.00	27.88	12.50	40.87	-0.70	0.21	6.00	25.48	12.50	39.90	-0.64	0.21	6.00	28.37	14.90	40.87	-0.70	0.19	7.00	25.00	12.50	36.06	-0.77	0.19	7.00	20.67	11.54	34.62
Dominica	DMA	1.03	0.39	1.00	80.98	64.67	96.20	0.47	0.38	2.00	67.88	47.15	84.97	0.51	0.35	2.00	68.72	51.79	82.56	0.74	0.32	2.00	73.47	61.22	85.71	0.86	0.25	2.00	75.51	66.84	86.73	0.63	0.26	3.00	69.46	61.08	78.82	0.79	0.20	3.00	71.57	62.75	80.39	0.89	0.27	3.00	76.96	64.22	88.24	0.74	0.29	3.00	72.82	58.74	86.41	0.60	0.27	3.00	68.45	55.83	81.07	0.59	0.27	3.00	69.38	55.50	80.38	0.48	0.28	3.00	67.94	53.11	78.95	0.30	0.27	3.00	60.19	48.34	75.83	0.33	0.28	3.00	60.19	46.92	74.88	0.31	0.29	3.00	60.66	47.39	74.88	0.27	0.29	3.00	62.02	46.63	74.04	0.23	0.25	4.00	60.58	48.56	72.60	0.20	0.26	4.00	61.54	45.67	72.60	0.13	0.25	4.00	59.13	41.35	71.15	0.08	0.25	4.00	58.17	38.94	69.23	0.10	0.25	4.00	59.13	40.38	70.19
Denmark	DNK	1.78	0.28	6.00	97.83	89.13	100.00	1.78	0.28	6.00	96.89	89.64	100.00	1.78	0.24	6.00	95.90	89.74	100.00	1.76	0.23	6.00	96.94	88.27	100.00	1.77	0.20	6.00	97.96	88.78	100.00	1.76	0.21	6.00	97.04	88.67	100.00	1.65	0.17	6.00	98.04	90.69	100.00	1.80	0.22	6.00	98.53	91.67	100.00	1.93	0.23	6.00	99.51	92.72	100.00	1.87	0.24	6.00	99.03	91.75	100.00	1.88	0.22	7.00	100.00	92.82	100.00	1.88	0.24	7.00	99.52	92.34	100.00	1.91	0.23	7.00	99.53	92.42	100.00	1.81	0.23	8.00	97.63	91.00	100.00	1.81	0.22	8.00	97.63	90.52	100.00	1.69	0.23	8.00	93.75	89.42	99.52	1.73	0.22	8.00	94.71	90.38	99.04	1.58	0.23	8.00	92.31	85.10	98.08	1.62	0.22	8.00	92.31	86.54	98.08	1.64	0.22	8.00	93.75	86.54	98.08	1.57	0.22	8.00	92.31	83.65	99.04
Dominican Republic	DOM	-0.23	0.31	4.00	45.65	23.37	62.50	-0.16	0.30	5.00	45.08	24.35	65.28	-0.14	0.28	5.00	45.13	25.64	64.10	-0.21	0.21	7.00	45.92	31.12	58.67	-0.33	0.18	7.00	43.88	26.02	54.59	-0.43	0.18	8.00	38.92	22.66	49.26	-0.38	0.16	8.00	42.16	25.98	51.96	-0.24	0.19	9.00	47.06	30.39	54.90	-0.24	0.19	9.00	47.57	30.58	55.83	-0.19	0.19	9.00	48.54	34.95	54.85	-0.19	0.18	9.00	47.37	34.93	54.07	-0.15	0.17	9.00	48.80	35.89	54.55	-0.20	0.17	10.00	46.45	35.07	54.50	-0.10	0.18	10.00	48.82	37.44	56.40	-0.07	0.18	10.00	51.18	37.44	57.82	-0.04	0.19	9.00	51.92	39.42	62.50	-0.04	0.18	10.00	52.88	42.31	61.54	-0.07	0.19	10.00	53.37	39.42	62.50	-0.08	0.18	10.00	52.88	37.50	61.54	-0.07	0.18	10.00	52.88	36.54	62.50	-0.05	0.18	10.00	52.40	38.94	62.98
Algeria	DZA	-0.91	0.31	4.00	20.11	7.07	36.41	-0.74	0.27	6.00	22.80	10.88	37.82	-0.71	0.25	6.00	23.08	13.33	37.95	-0.58	0.21	7.00	29.59	18.88	44.90	-0.52	0.18	8.00	32.14	20.41	47.45	-0.54	0.17	9.00	30.05	20.20	46.31	-0.38	0.16	9.00	42.65	26.47	51.47	-0.57	0.17	10.00	29.41	20.10	44.61	-0.62	0.17	10.00	27.18	18.45	41.75	-0.79	0.18	9.00	21.36	15.53	34.47	-1.07	0.17	9.00	12.92	5.74	23.44	-1.17	0.17	9.00	9.57	5.26	19.62	-1.19	0.17	9.00	9.95	6.16	20.38	-1.28	0.19	9.00	9.00	2.84	18.48	-1.17	0.18	9.00	11.85	5.69	22.27	-1.28	0.19	9.00	8.17	4.33	16.83	-1.17	0.18	9.00	10.58	4.81	19.23	-1.17	0.18	9.00	10.10	5.29	18.27	-1.20	0.18	9.00	10.58	4.33	15.87	-1.26	0.20	8.00	8.17	4.33	14.42	-1.30	0.20	8.00	7.69	4.33	12.98
Ecuador	ECU	-0.31	0.31	4.00	40.76	22.83	61.96	-0.16	0.30	5.00	47.15	24.35	65.28	-0.54	0.25	6.00	28.72	14.36	44.62	-0.67	0.21	7.00	25.51	15.31	42.35	-0.66	0.18	7.00	25.00	17.35	41.84	-0.72	0.18	8.00	23.15	15.27	38.92	-0.79	0.16	8.00	22.55	16.18	33.33	-1.11	0.19	8.00	13.73	6.86	21.08	-1.14	0.20	8.00	12.62	4.85	21.36	-1.14	0.19	8.00	14.08	4.85	19.90	-1.30	0.18	9.00	6.22	4.31	16.27	-1.17	0.17	9.00	10.05	5.26	19.62	-1.03	0.17	9.00	15.64	7.58	24.17	-1.02	0.18	10.00	17.06	8.53	25.12	-0.93	0.18	10.00	19.91	9.95	29.86	-1.01	0.19	9.00	15.87	7.69	27.40	-1.16	0.18	10.00	11.54	4.81	21.15	-1.02	0.19	10.00	12.98	7.69	24.52	-1.00	0.20	9.00	14.42	7.69	26.92	-0.87	0.20	9.00	16.83	9.13	31.25	-0.82	0.18	10.00	19.71	11.54	33.17
Egypt. Arab Rep.	EGY	-0.05	0.29	5.00	53.26	27.72	64.67	-0.33	0.25	7.00	37.31	22.80	56.48	-0.34	0.22	7.00	36.92	22.05	55.38	-0.48	0.20	8.00	35.71	20.41	48.47	-0.60	0.18	8.00	27.55	18.88	44.39	-0.51	0.17	9.00	33.00	20.69	46.80	-0.42	0.16	9.00	38.73	25.49	49.02	-0.44	0.17	10.00	36.76	23.04	50.49	-0.29	0.17	10.00	43.20	29.13	53.40	-0.18	0.17	10.00	49.51	35.92	54.85	-0.20	0.16	10.00	46.89	34.93	53.59	-0.17	0.16	10.00	46.89	35.89	54.07	-0.34	0.16	10.00	41.23	28.91	51.18	-0.48	0.16	12.00	33.65	24.64	45.02	-0.64	0.16	12.00	29.38	21.80	37.44	-0.76	0.16	12.00	26.44	14.42	33.17	-0.84	0.16	12.00	22.12	12.50	30.29	-0.92	0.16	11.00	17.79	9.13	26.92	-0.86	0.17	11.00	17.31	11.06	29.33	-0.86	0.16	11.00	17.31	10.10	29.81	-0.83	0.16	11.00	18.75	11.54	30.29
Eritrea	ERI	-1.13	0.39	1.00	12.50	2.72	28.80	-0.57	0.31	3.00	25.91	12.95	51.30	-0.91	0.29	3.00	15.38	8.21	32.82	-1.07	0.26	4.00	14.80	5.61	27.04	-1.53	0.21	4.00	3.57	2.04	11.22	-1.66	0.21	5.00	2.96	1.48	8.37	-1.70	0.18	5.00	2.45	1.47	7.35	-2.07	0.20	6.00	1.96	0.00	2.45	-2.11	0.20	6.00	1.94	0.00	2.43	-2.18	0.18	7.00	1.46	0.00	2.43	-2.24	0.18	7.00	0.96	0.00	2.39	-2.24	0.18	7.00	1.44	0.00	2.39	-2.21	0.17	7.00	0.95	0.00	2.37	-2.24	0.19	7.00	0.95	0.00	1.42	-2.23	0.19	7.00	0.47	0.00	1.42	-2.13	0.20	6.00	0.48	0.00	2.88	-2.11	0.19	7.00	1.44	0.00	2.40	-2.19	0.19	8.00	1.44	0.00	2.40	-2.20	0.19	8.00	1.44	0.00	2.88	-2.21	0.18	8.00	1.92	0.00	2.88	-2.27	0.18	8.00	1.44	0.00	2.40
Spain	ESP	1.18	0.28	6.00	84.24	72.28	95.65	1.25	0.28	6.00	88.08	75.13	96.37	1.29	0.24	6.00	89.23	80.00	94.36	1.37	0.23	6.00	88.27	80.10	95.92	1.34	0.20	6.00	88.27	78.57	94.39	1.32	0.21	6.00	87.68	78.33	95.07	1.31	0.17	6.00	88.73	78.43	93.63	1.18	0.21	7.00	85.29	73.04	92.65	1.21	0.22	7.00	86.41	74.76	93.69	1.25	0.23	7.00	86.89	75.73	94.66	1.19	0.22	7.00	84.69	74.16	94.26	1.16	0.24	7.00	84.21	75.60	93.30	1.07	0.22	8.00	81.52	74.88	91.00	0.95	0.23	8.00	78.20	70.62	87.68	0.94	0.22	8.00	79.15	68.72	88.15	0.75	0.23	8.00	75.00	65.38	83.17	0.81	0.22	8.00	75.48	68.27	84.13	1.01	0.23	8.00	81.25	72.60	89.90	0.94	0.22	8.00	79.81	72.12	87.98	0.95	0.22	8.00	80.77	72.12	87.50	1.05	0.22	8.00	81.73	74.04	90.38
Estonia	EST	1.24	0.31	4.00	85.87	72.28	96.74	1.23	0.28	6.00	87.56	75.13	95.34	1.29	0.23	8.00	88.72	80.00	94.36	1.39	0.19	10.00	88.78	81.63	94.90	1.30	0.17	10.00	87.24	79.08	92.35	1.30	0.17	10.00	87.19	78.82	93.10	1.29	0.15	10.00	88.24	78.43	92.65	1.29	0.18	10.00	88.24	78.92	94.12	1.36	0.17	11.00	88.35	82.04	95.15	1.42	0.18	11.00	91.75	83.01	96.12	1.40	0.18	10.00	89.47	83.25	95.69	1.39	0.18	10.00	88.52	81.82	95.69	1.39	0.17	11.00	91.00	81.99	95.26	1.42	0.18	11.00	91.00	81.99	95.73	1.45	0.18	11.00	91.00	84.36	95.26	1.68	0.19	11.00	93.27	89.42	99.04	1.67	0.18	11.00	93.27	89.90	99.04	1.70	0.19	10.00	93.27	89.90	98.56	1.64	0.20	9.00	93.27	87.98	98.08	1.55	0.20	9.00	91.83	85.58	97.60	1.59	0.20	9.00	92.79	86.54	99.04
Ethiopia	ETH	-1.30	0.31	4.00	9.78	2.17	22.83	-1.13	0.27	6.00	12.95	6.74	23.83	-1.14	0.25	6.00	12.82	6.67	21.54	-1.21	0.21	7.00	12.24	4.59	20.41	-1.16	0.18	8.00	12.76	5.10	18.88	-0.98	0.17	9.00	15.76	8.87	24.14	-1.13	0.16	9.00	12.75	7.35	20.10	-1.01	0.17	10.00	16.18	8.82	23.04	-0.94	0.17	10.00	17.96	9.71	25.73	-0.86	0.17	10.00	19.90	13.59	30.58	-0.93	0.16	10.00	20.57	9.09	26.32	-0.87	0.16	10.00	21.53	11.96	28.71	-1.00	0.16	11.00	18.01	8.53	24.17	-1.05	0.17	11.00	14.69	8.06	24.64	-1.12	0.17	11.00	12.80	6.64	22.75	-1.07	0.17	11.00	13.46	7.21	25.96	-1.03	0.17	11.00	12.98	6.73	25.96	-1.10	0.17	11.00	11.54	6.25	20.67	-1.01	0.17	11.00	13.94	8.17	24.52	-0.97	0.16	11.00	13.46	8.65	24.52	-0.89	0.16	11.00	16.83	9.62	28.85
Finland	FIN	1.55	0.28	6.00	94.57	83.70	98.91	1.83	0.28	6.00	97.41	90.67	100.00	1.85	0.24	6.00	97.44	90.77	100.00	1.87	0.23	6.00	98.47	91.33	100.00	1.86	0.20	6.00	99.49	90.82	100.00	1.79	0.21	6.00	99.01	89.16	100.00	1.66	0.17	6.00	99.02	90.69	100.00	1.60	0.22	6.00	94.61	86.76	100.00	1.55	0.23	6.00	93.20	85.44	99.51	1.61	0.24	6.00	94.66	86.41	100.00	1.81	0.22	7.00	98.09	91.39	100.00	1.88	0.24	7.00	99.04	92.34	100.00	1.82	0.23	7.00	97.63	91.00	100.00	1.83	0.23	8.00	98.10	91.00	100.00	1.85	0.22	8.00	98.58	91.00	100.00	1.88	0.23	8.00	98.56	91.83	100.00	1.84	0.22	8.00	98.08	91.83	99.52	1.82	0.23	8.00	96.63	91.35	100.00	1.82	0.22	8.00	96.63	90.87	100.00	1.79	0.22	8.00	96.15	90.38	99.52	1.85	0.22	8.00	97.60	91.35	100.00
Fiji	FJI	0.03	0.36	2.00	57.07	25.54	69.57	-0.17	0.35	3.00	44.04	22.80	65.80	-0.52	0.32	3.00	30.26	13.33	54.36	0.08	0.30	3.00	58.16	37.24	69.90	-0.26	0.24	3.00	45.92	24.49	58.16	-0.63	0.26	3.00	27.09	14.78	47.29	-0.39	0.20	3.00	41.67	24.51	52.45	-0.42	0.26	3.00	38.73	21.08	53.92	-0.44	0.27	3.00	35.92	18.93	53.40	-0.68	0.27	3.00	25.73	14.56	46.60	-0.96	0.25	4.00	18.66	5.74	32.54	-0.67	0.25	4.00	26.79	13.88	42.58	-0.50	0.24	4.00	35.07	20.85	50.71	-0.58	0.26	4.00	31.28	17.06	46.92	-0.55	0.26	4.00	31.75	17.54	48.34	-0.38	0.27	4.00	38.94	22.12	54.33	-0.36	0.26	4.00	41.35	25.00	54.33	-0.38	0.27	4.00	39.42	20.19	55.29	-0.22	0.28	3.00	45.19	26.44	62.98	-0.22	0.29	3.00	45.19	25.00	62.50	-0.22	0.29	3.00	45.67	24.52	63.46
France	FRA	1.05	0.28	6.00	81.52	69.02	91.30	0.87	0.28	6.00	78.76	65.80	89.64	0.96	0.24	6.00	80.51	69.74	89.74	1.02	0.23	6.00	80.61	70.41	88.78	1.25	0.20	6.00	86.22	76.02	92.35	1.23	0.21	6.00	85.71	77.83	92.61	1.25	0.17	6.00	86.27	77.45	92.16	1.24	0.21	7.00	86.76	76.96	94.12	1.29	0.22	7.00	86.89	78.16	95.15	1.28	0.23	7.00	87.38	78.64	96.12	1.22	0.22	7.00	85.65	75.12	94.26	1.31	0.24	7.00	86.60	78.47	96.65	1.16	0.22	8.00	84.83	75.83	92.42	1.13	0.23	8.00	83.41	74.88	91.00	1.16	0.22	8.00	85.31	75.36	91.94	1.08	0.23	8.00	81.73	73.56	90.38	1.13	0.22	8.00	83.65	74.52	91.83	1.07	0.23	8.00	83.17	74.04	91.35	1.16	0.22	8.00	83.65	75.96	91.35	1.16	0.22	8.00	84.13	75.48	90.38	1.44	0.22	8.00	90.87	82.21	96.63
Micronesia. Fed. Sts.	FSM	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	-0.78	0.58	1.00	21.24	5.18	57.51	-0.84	0.50	2.00	17.95	6.15	53.85	-0.57	0.54	2.00	30.61	7.14	63.27	-0.44	0.43	2.00	39.29	13.27	63.27	0.03	0.26	3.00	55.67	39.41	65.52	0.29	0.20	3.00	61.27	52.94	68.14	0.19	0.27	3.00	57.35	46.08	70.10	-0.35	0.28	3.00	40.78	21.84	56.31	-0.55	0.24	4.00	32.04	16.99	50.49	-0.81	0.24	4.00	23.44	8.61	37.32	-0.88	0.24	4.00	20.57	7.66	35.41	-0.89	0.23	4.00	21.33	8.06	34.60	-0.95	0.25	4.00	19.43	8.06	32.23	-0.94	0.25	4.00	18.48	7.11	32.23	-1.03	0.28	4.00	14.42	4.33	31.25	-0.98	0.26	4.00	15.38	5.29	31.25	-0.97	0.29	4.00	14.90	5.29	32.21	-0.99	0.28	4.00	14.90	5.77	31.73	-0.96	0.29	4.00	13.94	6.25	33.65	-0.96	0.29	4.00	13.94	6.25	34.13
Gabon	GAB	0.14	0.31	4.00	60.33	36.96	70.11	0.18	0.27	6.00	58.55	39.90	72.02	-0.11	0.25	6.00	48.21	29.23	64.10	-0.16	0.23	6.00	47.45	32.14	61.22	-0.11	0.20	6.00	51.02	38.78	59.69	-0.46	0.19	7.00	35.96	21.18	49.26	-0.15	0.17	7.00	50.49	38.24	57.35	-0.41	0.19	8.00	39.22	22.55	51.47	-0.52	0.20	8.00	31.55	20.87	49.51	-0.63	0.19	8.00	29.13	16.99	44.17	-0.58	0.18	8.00	30.14	20.57	44.50	-0.55	0.18	8.00	33.01	21.53	43.54	-0.54	0.19	8.00	32.23	21.80	43.13	-0.59	0.20	9.00	30.81	21.33	43.60	-0.64	0.19	9.00	28.91	18.01	41.23	-0.79	0.20	8.00	25.96	10.58	33.65	-0.80	0.19	9.00	25.00	12.50	35.10	-0.80	0.19	9.00	21.63	11.06	32.69	-0.79	0.19	8.00	22.60	11.06	33.17	-0.92	0.18	9.00	14.90	9.13	28.85	-0.96	0.17	10.00	14.42	8.65	25.96
United Kingdom	GBR	2.02	0.28	6.00	99.46	95.11	100.00	2.05	0.28	6.00	99.48	94.30	100.00	1.87	0.24	6.00	98.46	90.77	100.00	1.76	0.23	6.00	96.43	88.27	100.00	1.68	0.20	6.00	95.41	88.78	100.00	1.74	0.21	6.00	96.55	88.18	100.00	1.61	0.17	6.00	96.57	88.73	100.00	1.84	0.21	7.00	99.51	92.65	100.00	1.87	0.22	7.00	99.03	91.75	100.00	1.79	0.23	7.00	97.57	91.26	100.00	1.58	0.22	7.00	94.74	85.65	100.00	1.73	0.24	7.00	97.61	86.60	100.00	1.66	0.22	8.00	95.26	86.73	100.00	1.65	0.23	8.00	94.79	87.20	100.00	1.77	0.22	8.00	96.21	90.05	100.00	1.83	0.23	8.00	97.12	90.38	99.52	1.85	0.22	8.00	98.56	91.83	99.52	1.76	0.23	8.00	95.19	89.90	99.04	1.71	0.22	8.00	94.23	88.94	98.56	1.78	0.22	8.00	95.67	89.90	99.52	1.63	0.22	8.00	93.75	86.54	99.52
Georgia	GEO	-1.01	0.34	3.00	15.76	4.89	30.43	-0.48	0.30	4.00	29.53	15.03	54.92	-0.39	0.28	5.00	34.36	17.44	56.92	-0.78	0.24	6.00	21.43	12.24	40.82	-0.62	0.20	6.00	26.53	17.35	44.90	-0.46	0.20	8.00	36.45	20.69	49.26	-0.60	0.17	8.00	28.43	20.10	44.12	-0.14	0.19	9.00	50.98	35.78	56.86	0.29	0.19	10.00	60.68	53.40	68.45	0.48	0.17	10.00	64.56	56.80	73.79	0.50	0.17	10.00	66.51	57.89	73.68	0.59	0.16	10.00	70.81	61.24	76.08	0.66	0.16	10.00	74.41	62.56	77.73	0.69	0.16	12.00	74.41	65.40	78.20	0.76	0.16	12.00	74.41	67.77	80.09	0.93	0.18	12.00	79.33	72.60	87.02	0.92	0.17	12.00	78.85	72.60	84.62	1.01	0.18	10.00	81.73	75.48	87.02	1.05	0.19	9.00	81.73	75.48	88.94	1.13	0.19	9.00	83.17	75.96	90.38	1.12	0.19	8.00	82.69	74.52	90.38
Ghana	GHA	-0.34	0.31	4.00	38.04	21.20	61.96	-0.22	0.27	6.00	41.97	24.35	60.62	-0.07	0.25	6.00	51.79	31.79	64.10	-0.45	0.21	7.00	36.73	20.92	51.02	-0.26	0.18	8.00	46.43	30.10	55.10	-0.37	0.17	9.00	41.38	25.62	50.74	-0.13	0.16	9.00	51.96	42.65	57.35	-0.06	0.18	9.00	51.96	41.67	57.35	-0.05	0.18	9.00	52.43	41.75	58.25	-0.04	0.17	10.00	53.40	44.66	58.25	0.08	0.16	10.00	54.07	47.37	62.20	0.12	0.16	10.00	54.55	48.80	63.16	0.12	0.16	11.00	55.45	49.29	62.09	0.13	0.17	11.00	56.40	46.92	64.45	0.08	0.17	11.00	55.45	46.45	62.56	-0.01	0.17	11.00	53.37	42.79	62.50	-0.03	0.17	11.00	53.85	42.79	61.06	-0.23	0.17	11.00	45.67	31.25	53.85	-0.14	0.17	11.00	49.52	36.06	59.13	-0.09	0.16	11.00	50.96	36.54	61.54	-0.11	0.16	11.00	50.48	36.54	61.54
Guinea	GIN	-0.84	0.35	3.00	22.28	7.61	44.02	-0.51	0.29	5.00	27.46	14.51	51.81	-0.60	0.27	5.00	25.64	13.33	43.59	-0.98	0.23	6.00	16.84	7.14	28.06	-0.94	0.19	6.00	17.86	9.69	26.02	-0.95	0.19	7.00	17.24	8.87	26.11	-1.08	0.17	7.00	15.20	7.84	21.57	-1.23	0.18	8.00	10.29	3.92	18.14	-1.23	0.18	8.00	10.19	4.37	18.45	-1.21	0.18	8.00	9.71	3.40	16.99	-1.14	0.17	8.00	11.96	5.74	22.01	-1.09	0.17	8.00	13.88	6.22	22.97	-1.01	0.17	8.00	17.06	8.06	24.17	-1.02	0.18	10.00	16.59	8.53	25.12	-1.00	0.18	10.00	16.11	8.53	25.12	-1.06	0.18	10.00	13.94	7.21	26.44	-0.87	0.17	10.00	20.19	11.54	29.81	-0.87	0.18	9.00	19.23	10.58	29.33	-0.84	0.17	10.00	17.79	11.06	30.77	-0.78	0.17	10.00	21.15	12.02	33.65	-0.77	0.17	10.00	21.15	11.54	34.13
Gambia. The	GMB	-0.84	0.35	3.00	21.74	7.61	44.02	-0.37	0.29	5.00	34.20	18.13	56.48	-0.27	0.27	5.00	38.97	22.05	58.97	-0.52	0.25	5.00	33.67	18.88	51.02	-0.46	0.21	6.00	36.22	20.41	50.00	-0.44	0.20	7.00	37.93	21.18	49.75	-0.55	0.17	7.00	31.37	21.08	46.57	-0.40	0.19	8.00	39.71	23.04	51.47	-0.37	0.19	8.00	39.32	24.27	51.94	-0.40	0.19	8.00	39.32	23.79	51.94	-0.34	0.19	8.00	40.19	26.79	52.63	-0.40	0.19	8.00	37.80	26.32	49.76	-0.28	0.19	8.00	42.65	30.33	53.55	-0.23	0.20	8.00	45.02	31.75	55.92	-0.36	0.20	8.00	38.39	26.07	52.61	-0.46	0.20	8.00	34.13	25.96	49.04	-0.51	0.19	8.00	33.65	22.12	47.60	-0.51	0.20	8.00	31.73	20.19	47.60	-0.45	0.19	8.00	34.13	23.08	50.48	-0.63	0.18	9.00	28.85	14.42	37.98	-0.66	0.18	9.00	26.92	14.42	36.54
Guinea-Bissau	GNB	-0.83	0.37	2.00	22.83	5.98	46.20	-1.25	0.29	5.00	9.84	5.18	21.24	-1.17	0.27	5.00	12.31	6.67	22.05	-0.97	0.25	5.00	18.88	7.14	31.63	-0.81	0.21	5.00	20.41	12.24	36.22	-1.07	0.21	6.00	14.29	6.40	22.66	-1.12	0.18	6.00	13.73	7.35	21.57	-0.94	0.21	6.00	17.65	8.82	28.92	-1.09	0.21	6.00	15.05	5.83	22.33	-1.20	0.21	6.00	10.68	3.40	19.42	-1.18	0.20	6.00	10.05	5.26	22.01	-1.14	0.21	6.00	11.96	5.26	23.44	-1.12	0.21	6.00	11.85	6.16	23.22	-1.23	0.23	6.00	10.43	2.84	21.80	-1.26	0.22	6.00	9.00	2.84	21.80	-1.19	0.22	6.00	10.10	4.33	22.12	-1.20	0.21	6.00	9.62	4.33	21.15	-1.24	0.22	6.00	8.65	4.33	18.27	-1.18	0.21	6.00	11.06	4.33	18.75	-1.20	0.19	7.00	9.13	4.81	15.38	-1.23	0.19	7.00	9.13	4.33	15.38
Equatorial Guinea	GNQ	-1.44	0.34	2.00	6.52	1.63	21.20	-1.60	0.27	5.00	6.74	2.59	11.40	-1.68	0.25	5.00	6.15	2.05	9.74	-1.46	0.25	5.00	7.14	2.55	14.80	-1.36	0.21	5.00	8.16	2.55	16.84	-1.45	0.21	6.00	6.40	2.46	12.32	-1.43	0.18	6.00	6.86	1.96	12.25	-1.39	0.21	6.00	7.84	2.45	15.20	-1.31	0.21	5.00	7.77	2.91	16.99	-1.32	0.21	5.00	7.28	2.43	16.50	-1.28	0.21	5.00	7.18	3.35	20.57	-1.38	0.20	6.00	6.22	2.39	15.31	-1.33	0.20	6.00	7.58	2.84	17.54	-1.44	0.21	6.00	6.64	2.37	11.85	-1.43	0.20	6.00	6.64	2.37	13.27	-1.36	0.22	5.00	7.21	2.88	15.87	-1.35	0.21	5.00	5.77	2.40	13.94	-1.38	0.22	5.00	6.25	2.88	12.50	-1.40	0.22	5.00	6.25	3.37	12.50	-1.54	0.22	5.00	4.81	2.88	9.13	-1.52	0.19	6.00	4.81	2.88	9.13
Greece	GRC	0.54	0.28	6.00	67.39	58.15	78.26	0.62	0.28	6.00	72.02	57.51	84.97	0.78	0.24	6.00	77.95	65.13	85.64	0.99	0.23	6.00	80.10	70.41	87.76	1.02	0.20	6.00	79.08	71.43	88.78	0.85	0.21	6.00	76.85	66.01	83.74	0.96	0.17	6.00	77.45	70.59	85.78	0.86	0.21	7.00	75.98	65.20	85.29	0.89	0.22	7.00	77.67	67.96	86.41	0.88	0.23	7.00	76.21	65.53	86.89	0.84	0.22	7.00	74.64	65.55	85.17	0.64	0.24	7.00	72.25	58.85	81.82	0.50	0.23	7.00	68.25	54.98	76.78	0.53	0.23	8.00	68.72	56.40	77.25	0.63	0.22	8.00	72.99	59.24	80.09	0.33	0.23	8.00	63.94	51.44	73.56	0.41	0.22	8.00	66.83	54.33	74.52	0.15	0.23	8.00	59.13	45.67	69.71	0.24	0.22	8.00	62.98	50.48	72.12	0.41	0.22	8.00	66.35	57.21	75.48	0.53	0.22	8.00	70.67	62.02	75.96
